1.6 0.05    0.0758
1.6 0.1 0.0309
1.6 0.15    0.0013
1.65    -1.4    0.0016
1.65    -1.35   0.0056
1.65    -1.3    0.0093
1.65    -1.25   0.0081
1.65    -1.2    0.0034
1.65    -1.05   0.0011
1.65    -0.9    0.002
1.65    -0.4    0.0056
1.65    -0.35   0.0014
1.65    -0.25   0.0015
1.65    -0.1    0.0023
1.65    -0.05   0.0066
1.65    0   0.009
1.65    0.05    0.0069
1.65    0.1 0.0026
1.65    0.4 0.0041
1.65    0.45    0.002
1.65    0.55    0.0051
1.65    2.5 0.0023
1.65    2.55    0.001
1.7 -1.4    0.0025
1.7 -1.35   0.0089
1.7 -1.3    0.0144
1.7 -1.25   0.0125
1.7 -1.2    0.0049
1.7 -1.05   0.0015
1.7 -0.6    0.0022
1.7 -0.55   0.0017
1.7 -0.2    0.0011
1.7 -0.1    0.0314
1.7 -0.05   0.4548
1.7 0   0.5397
1.7 0.05    0.1075
1.7 0.1 0.0173
1.7 0.85    0.0014
1.7 0.9 0.0082
1.7 0.95    0.0039
1.7 1.05    0.0033
1.7 1.25    0.0021
1.7 1.3 0.0018
1.7 2.65    0.0014
1.75    -1.4    0.0024
1.75    -1.35   0.0081
1.75    -1.3    0.013
1.75    -1.25   0.0109
1.75    -1.2    0.0042
1.75    -1.05   0.0014
1.75    -0.6    0.0014
1.75    -0.55   0.001
1.75    -0.4    0.0025
1.75    -0.3    0.0044
1.75    -0.25   0.0109
1.75    -0.2    0.0021
1.75    -0.1    0.0054
1.75    -0.05   0.0125
1.75    0   0.0161
1.75    0.05    0.0124
1.75    0.1 0.0054
1.75    0.2 0.0026
1.75    0.25    0.007
1.75    0.3 0.0075
1.75    0.35    0.0011
1.75    0.4 0.0028
1.75    0.45    0.0012
1.75    1.2 0.0021
1.75    1.25    0.0154
1.75    1.3 0.0585
1.75    1.35    0.0898
1.75    1.4 0.0083
1.8 -1.4    0.0013
1.8 -1.35   0.0044
1.8 -1.3    0.007
1.8 -1.25   0.0059
1.8 -1.2    0.0022
1.8 -0.6    0.0015
1.8 -0.4    0.0014
1.8 -0.25   0.0024
1.8 -0.2    0.0012
1.8 -0.1    0.0078
1.8 -0.05   0.0538
1.8 0   0.0977
1.8 0.05    0.0901
1.8 0.1 0.0205
1.8 0.65    0.0059
1.8 0.7 0.0063
1.8 0.75    0.0021
1.85    -1.35   0.0012
1.85    -1.3    0.0018
1.85    -1.25   0.0015
1.85    -0.65   0.0011
1.85    -0.25   0.001
1.85    -0.1    0.005
1.85    -0.05   0.0124
1.85    0   0.015
1.85    0.05    0.0096
1.85    0.1 0.0025
1.85    1.05    0.0012
1.9 -0.75   0.0011
1.9 -0.7    0.0013
1.9 -0.05   0.0023
1.9 0   0.0028
1.9 0.05    0.0019
1.9 0.65    0.0021
1.9 0.7 0.0012
1.95    -0.05   0.0029
1.95    0   0.0038
1.95    0.05    0.0026
1.95    0.55    0.0012
1.95    0.6 0.0011
2   -0.05   0.002
2   0   0.0026
2   0.05    0.0018
2.05    0   0.0014
2.05    0.05    0.001
2.1 -0.05   0.0033
2.1 0   0.0045
2.1 0.05    0.0032
2.15    -0.1    0.0013
2.15    -0.05   0.0044
2.15    0   0.0059
2.15    0.05    0.0041
2.15    0.1 0.0012
2.2 -0.05   0.0024
2.2 0   0.0031
2.2 0.05    0.0021
2.25    -0.1    0.0015
2.25    -0.05   0.0038
2.25    0   0.0049
2.25    0.05    0.0037
2.25    0.1 0.0014
2.3 -1.35   0.0012
2.3 -1.3    0.0019
2.3 -1.25   0.0016
2.3 -0.1    0.0042
2.3 -0.05   0.0119
2.3 0   0.016
2.3 0.05    0.0115
2.3 0.1 0.0039
2.3 1.25    0.0021
2.3 1.3 0.0024
2.3 1.35    0.0014
2.35    -1.35   0.0018
2.35    -1.3    0.0028
2.35    -1.25   0.0023
2.35    -0.1    0.006
2.35    -0.05   0.0175
2.35    0   0.023
2.35    0.05    0.0163
2.35    0.1 0.005
2.35    1.2 0.0012
2.35    1.25    0.003
2.35    1.3 0.0034
2.35    1.35    0.0021
2.4 -1.35   0.0012
2.4 -1.3    0.0019
2.4 -1.25   0.0015
2.4 -0.1    0.0042
2.4 -0.05   0.0121
2.4 0   0.0159
2.4 0.05    0.0107
2.4 0.1 0.0032
2.4 1.25    0.002
2.4 1.3 0.0023
2.4 1.35    0.0013
2.45    -0.1    0.0011
2.45    -0.05   0.0032
2.45    0   0.0042
2.45    0.05    0.0028
2.5 -0.1    0.0013
2.5 -0.05   0.0041
2.5 0   0.0062
2.5 0.05    0.0048
2.5 0.1 0.0019
2.55    -1.35   0.0013
2.55    -1.3    0.0022
2.55    -1.25   0.0019
2.55    -0.1    0.0041
2.55    -0.05   0.0131
2.55    0   0.0184
2.55    0.05    0.0137
2.55    0.1 0.0046
2.55    1.25    0.0022
2.55    1.3 0.0027
2.55    1.35    0.0017
2.6 -1.35   0.0016
2.6 -1.3    0.0025
2.6 -1.25   0.0021
2.6 -0.1    0.0051
2.6 -0.05   0.0154
2.6 0   0.0212
2.6 0.05    0.0151
2.6 0.1 0.0049
2.6 1.25    0.0026
2.6 1.3 0.0031
2.6 1.35    0.0019
2.65    -1.3    0.0012
2.65    -0.1    0.0027
2.65    -0.05   0.0078
2.65    0   0.0102
2.65    0.05    0.0071
2.65    0.1 0.0022
2.65    1.25    0.0013
2.65    1.3 0.0015
2.7 -0.1    0.0013
2.7 -0.05   0.0037
2.7 0   0.0051
2.7 0.05    0.0038
2.7 0.1 0.0014
2.75    -1.35   0.0012
2.75    -1.3    0.0019
2.75    -1.25   0.0017
2.75    -0.1    0.0035
2.75    -0.05   0.0111
2.75    0   0.0157
2.75    0.05    0.0119
2.75    0.1 0.0041
2.75    1.25    0.0019
2.75    1.3 0.0023
2.75    1.35    0.0015
2.8 -1.35   0.0019
2.8 -1.3    0.0031
2.8 -1.25   0.0026
2.8 -0.25   0.001
2.8 -0.1    0.0058
2.8 -0.05   0.0179
2.8 0   0.0251
2.8 0.05    0.0183
2.8 0.1 0.0061
2.8 0.25    0.0012
2.8 1.2 0.0011
2.8 1.25    0.0031
2.8 1.3 0.0037
2.8 1.35    0.0023
2.85    -1.35   0.0012
2.85    -1.3    0.0019
2.85    -1.25   0.0016
2.85    -0.1    0.0037
2.85    -0.05   0.0116
2.85    0   0.0161
2.85    0.05    0.0116
2.85    0.1 0.0035
2.85    1.25    0.002
2.85    1.3 0.0023
2.85    1.35    0.0014
2.9 -0.05   0.0015
2.9 0   0.002
2.9 0.05    0.0014
2.95    -0.1    0.0012
2.95    -0.05   0.004
2.95    0   0.006
2.95    0.05    0.0048
2.95    0.1 0.0018
3   -1.35   0.0017
3   -1.3    0.0029
3   -1.25   0.0025
3   -0.1    0.005
3   -0.05   0.0164
3   0   0.0234
3   0.05    0.0176
3   0.1 0.0061
3   0.25    0.0012
3   1.25    0.0028
3   1.3 0.0034
3   1.35    0.0022
3.05    -1.35   0.002
3.05    -1.3    0.0033
3.05    -1.25   0.0028
3.05    -1.2    0.0011
3.05    -0.25   0.0011
3.05    -0.1    0.0059
3.05    -0.05   0.0192
3.05    0   0.027
3.05    0.05    0.02
3.05    0.1 0.0065
3.05    0.2 0.001
3.05    0.25    0.0014
3.05    1.2 0.0011
3.05    1.25    0.0033
3.05    1.3 0.004
3.05    1.35    0.0025
3.1 -1.3    0.0014
3.1 -1.25   0.0012
3.1 -0.1    0.0025
3.1 -0.05   0.0082
3.1 0   0.0115
3.1 0.05    0.0082
3.1 0.1 0.0027
3.1 1.25    0.0014
3.1 1.3 0.0017
3.1 1.35    0.001
3.15    0   0.0012
3.2 -1.3    0.0013
3.2 -1.25   0.0011
3.2 -0.1    0.0024
3.2 -0.05   0.0075
3.2 0   0.0107
3.2 0.05    0.0079
3.2 0.1 0.0027
3.2 1.25    0.0013
3.2 1.3 0.0016
3.25    -1.35   0.0016
3.25    -1.3    0.0027
3.25    -1.25   0.0023
3.25    -0.1    0.0049
3.25    -0.05   0.0154
3.25    0   0.0217
3.25    0.05    0.0161
3.25    0.1 0.0052
3.25    1.25    0.0026
3.25    1.3 0.0032
3.25    1.35    0.002
3.3 -1.35   0.0011
3.3 -1.3    0.0019
3.3 -1.25   0.0016
3.3 -0.1    0.0034
3.3 -0.05   0.0109
3.3 0   0.0152
3.3 0.05    0.011
3.3 0.1 0.0034
3.3 1.25    0.0019
3.3 1.3 0.0022
3.3 1.35    0.0014
3.35    -0.05   0.002
3.35    0   0.0028
3.35    0.05    0.002
3.4 -0.05   0.0021
3.4 0   0.003
3.4 0.05    0.0023
3.45    -0.1    0.0013
3.45    -0.05   0.0045
3.45    0   0.0065
3.45    0.05    0.0048
3.45    0.1 0.0016
3.5 -0.05   0.0014
3.5 0   0.0019
3.5 0.05    0.0012
3.55    -1.35   0.0017
3.55    -1.3    0.0026
3.55    -1.25   0.0022
3.55    -0.25   0.0012
3.55    -0.1    0.0064
3.55    -0.05   0.0159
3.55    0   0.0208
3.55    0.05    0.0148
3.55    0.1 0.0054
3.55    1.2 0.0013
3.55    1.25    0.0028
3.55    1.3 0.003
3.55    1.35    0.0018
3.6 -1.4    0.0026
3.6 -1.35   0.0084
3.6 -1.3    0.0133
3.6 -1.25   0.0112
3.6 -1.2    0.0045
3.6 -1.05   0.0012
3.6 -0.6    0.0013
3.6 -0.45   0.0012
3.6 -0.4    0.0018
3.6 -0.3    0.0015
3.6 -0.25   0.0052
3.6 -0.2    0.0026
3.6 -0.15   0.002
3.6 -0.1    0.0286
3.6 -0.05   0.0798
3.6 0   0.105
3.6 0.05    0.0769
3.6 0.1 0.0272
3.6 0.15    0.0017
3.6 0.2 0.0021
3.6 0.25    0.0041
3.6 0.3 0.0012
3.6 0.4 0.0012
3.6 0.45    0.0012
3.6 0.7 0.0012
3.6 1.05    0.0017
3.6 1.2 0.0056
3.6 1.25    0.0134
3.6 1.3 0.0153
3.6 1.35    0.0095
3.6 1.4 0.0028
3.65    -1.4    0.0052
3.65    -1.35   0.0173
3.65    -1.3    0.0275
3.65    -1.25   0.0235
3.65    -1.2    0.0094
3.65    -1.1    0.0013
3.65    -1.05   0.0026
3.65    -0.9    0.0015
3.65    -0.85   0.0011
3.65    -0.6    0.0022
3.65    -0.55   0.0017
3.65    -0.45   0.0023
3.65    -0.4    0.0039
3.65    -0.3    0.0026
3.65    -0.25   0.0103
3.65    -0.2    0.0057
3.65    -0.15   0.0029
3.65    -0.1    0.0573
3.65    -0.05   0.162
3.65    0   0.22
3.65    0.05    0.1603
3.65    0.1 0.0566
3.65    0.15    0.0034
3.65    0.2 0.0052
3.65    0.25    0.0091
3.65    0.3 0.0022
3.65    0.4 0.0032
3.65    0.45    0.0021
3.65    0.7 0.002
3.65    0.75    0.0014
3.65    0.85    0.0013
3.65    0.9 0.0021
3.65    1.05    0.0034
3.65    1.1 0.0018
3.65    1.2 0.0112
3.65    1.25    0.0276
3.65    1.3 0.0321
3.65    1.35    0.0198
3.65    1.4 0.0058
3.7 -1.4    0.0057
3.7 -1.35   0.0196
3.7 -1.3    0.0311
3.7 -1.25   0.0264
3.7 -1.2    0.0103
3.7 -1.1    0.0017
3.7 -1.05   0.003
3.7 -0.9    0.0018
3.7 -0.85   0.0012
3.7 -0.6    0.0024
3.7 -0.55   0.002
3.7 -0.45   0.0025
3.7 -0.4    0.0047
3.7 -0.3    0.0026
3.7 -0.25   0.0116
3.7 -0.2    0.0067
3.7 -0.15   0.0037
3.7 -0.1    0.0628
3.7 -0.05   0.1836
3.7 0   0.2477
3.7 0.05    0.181
3.7 0.1 0.0611
3.7 0.15    0.0034
3.7 0.2 0.0064
3.7 0.25    0.0108
3.7 0.3 0.0023
3.7 0.4 0.004
3.7 0.45    0.0023
3.7 0.7 0.0022
3.7 0.75    0.0017
3.7 0.85    0.0015
3.7 0.9 0.0025
3.7 1.05    0.0038
3.7 1.1 0.0021
3.7 1.2 0.0122
3.7 1.25    0.0311
3.7 1.3 0.0361
3.7 1.35    0.0225
3.7 1.4 0.0065
3.75    -1.4    0.0033
3.75    -1.35   0.0114
3.75    -1.3    0.0183
3.75    -1.25   0.0155
3.75    -1.2    0.0059
3.75    -1.1    0.001
3.75    -1.05   0.0018
3.75    -0.9    0.0011
3.75    -0.6    0.0015
3.75    -0.55   0.0013
3.75    -0.45   0.0016
3.75    -0.4    0.003
3.75    -0.3    0.0014
3.75    -0.25   0.0067
3.75    -0.2    0.0042
3.75    -0.15   0.0018
3.75    -0.1    0.0357
3.75    -0.05   0.1068
3.75    0   0.1461
3.75    0.05    0.1049
3.75    0.1 0.0353
3.75    0.15    0.0017
3.75    0.2 0.004
3.75    0.25    0.0064
3.75    0.3 0.0014
3.75    0.4 0.0025
3.75    0.45    0.0014
3.75    0.7 0.0014
3.75    0.75    0.0011
3.75    0.9 0.0016
3.75    1.05    0.0022
3.75    1.1 0.0013
3.75    1.2 0.007
3.75    1.25    0.0182
3.75    1.3 0.0212
3.75    1.35    0.0132
3.75    1.4 0.0037
3.8 -1.35   0.0017
3.8 -1.3    0.0026
3.8 -1.25   0.0024
3.8 -0.25   0.001
3.8 -0.1    0.0055
3.8 -0.05   0.0151
3.8 0   0.0214
3.8 0.05    0.016
3.8 0.1 0.0048
3.8 1.2 0.001
3.8 1.25    0.0026
3.8 1.3 0.0032
3.8 1.35    0.0019
3.85    -1.35   0.0015
3.85    -1.3    0.0025
3.85    -1.25   0.0022
3.85    -0.1    0.0048
3.85    -0.05   0.0145
3.85    0   0.0199
3.85    0.05    0.0145
3.85    0.1 0.0049
3.85    1.25    0.0025
3.85    1.3 0.0029
3.85    1.35    0.0018
3.9 -1.4    0.0028
3.9 -1.35   0.0098
3.9 -1.3    0.0156
3.9 -1.25   0.0133
3.9 -1.2    0.0052
3.9 -1.05   0.0015
3.9 -0.9    0.001
3.9 -0.55   0.001
3.9 -0.4    0.0019
3.9 -0.3    0.0012
3.9 -0.25   0.0054
3.9 -0.2    0.0034
3.9 -0.15   0.0017
3.9 -0.1    0.0307
3.9 -0.05   0.0913
3.9 0   0.1234
3.9 0.05    0.0917
3.9 0.1 0.031
3.9 0.15    0.0015
3.9 0.2 0.0034
3.9 0.25    0.0054
3.9 0.3 0.0011
3.9 0.4 0.0022
3.9 0.45    0.001
3.9 1.05    0.0018
3.9 1.1 0.001
3.9 1.2 0.006
3.9 1.25    0.0155
3.9 1.3 0.018
3.9 1.35    0.0113
3.9 1.4 0.0033
3.95    -1.4    0.0039
3.95    -1.35   0.0133
3.95    -1.3    0.0211
3.95    -1.25   0.018
3.95    -1.2    0.0069
3.95    -1.1    0.0012
3.95    -1.05   0.002
3.95    -0.9    0.0014
3.95    -0.6    0.0013
3.95    -0.55   0.0016
3.95    -0.45   0.0012
3.95    -0.4    0.0028
3.95    -0.3    0.0016
3.95    -0.25   0.0073
3.95    -0.2    0.0046
3.95    -0.15   0.0021
3.95    -0.1    0.0425
3.95    -0.05   0.1229
3.95    0   0.1678
3.95    0.05    0.1222
3.95    0.1 0.0414
3.95    0.15    0.0018
3.95    0.2 0.0046
3.95    0.25    0.0072
3.95    0.3 0.0014
3.95    0.4 0.0031
3.95    0.45    0.0014
3.95    0.55    0.0012
3.95    0.7 0.0012
3.95    0.75    0.0013
3.95    0.9 0.0015
3.95    1.05    0.0024
3.95    1.1 0.0014
3.95    1.2 0.0082
3.95    1.25    0.0209
3.95    1.3 0.0243
3.95    1.35    0.0151
3.95    1.4 0.0044
4   -1.4    0.0018
4   -1.35   0.006
4   -1.3    0.0096
4   -1.25   0.0081
4   -1.2    0.003
4   -0.4    0.0014
4   -0.25   0.0034
4   -0.2    0.0021
4   -0.15   0.001
4   -0.1    0.0194
4   -0.05   0.0571
4   0   0.0756
4   0.05    0.0551
4   0.1 0.0183
4   0.2 0.002
4   0.25    0.0031
4   0.4 0.0014
4   1.05    0.0011
4   1.2 0.0038
4   1.25    0.0096
4   1.3 0.011
4   1.35    0.0068
4   1.4 0.002
4.05    -0.05   0.0012
4.1 -1.4    0.0023
4.1 -1.35   0.0083
4.1 -1.3    0.0135
4.1 -1.25   0.0117
4.1 -1.2    0.0045
4.1 -1.05   0.0016
4.1 -0.4    0.0019
4.1 -0.25   0.0049
4.1 -0.2    0.0031
4.1 -0.15   0.0013
4.1 -0.1    0.0247
4.1 -0.05   0.0785
4.1 0   0.1061
4.1 0.05    0.0787
4.1 0.1 0.0273
4.1 0.15    0.0014
4.1 0.2 0.0033
4.1 0.25    0.0056
4.1 0.3 0.0013
4.1 0.4 0.0018
4.1 1.05    0.0016
4.1 1.2 0.0048
4.1 1.25    0.0131
4.1 1.3 0.0154
4.1 1.35    0.0098
4.1 1.4 0.0029
4.15    -2.6    0.0012
4.15    -1.4    0.0066
4.15    -1.35   0.0228
4.15    -1.3    0.0371
4.15    -1.25   0.0315
4.15    -1.2    0.0121
4.15    -1.1    0.0024
4.15    -1.05   0.004
4.15    -0.9    0.0022
4.15    -0.85   0.0011
4.15    -0.75   0.0017
4.15    -0.7    0.0013
4.15    -0.6    0.002
4.15    -0.55   0.0025
4.15    -0.45   0.0023
4.15    -0.4    0.0053
4.15    -0.35   0.0014
4.15    -0.3    0.0025
4.15    -0.25   0.0128
4.15    -0.2    0.0086
4.15    -0.15   0.0031
4.15    -0.1    0.07
4.15    -0.05   0.211
4.15    0   0.2915
4.15    0.05    0.2143
4.15    0.1 0.072
4.15    0.15    0.0027
4.15    0.2 0.0089
4.15    0.25    0.0141
4.15    0.3 0.0033
4.15    0.4 0.0047
4.15    0.45    0.0022
4.15    0.55    0.0022
4.15    0.6 0.0016
4.15    0.7 0.0018
4.15    0.75    0.002
4.15    0.85    0.0013
4.15    0.9 0.0028
4.15    1.05    0.0042
4.15    1.1 0.0026
4.15    1.2 0.0136
4.15    1.25    0.0359
4.15    1.3 0.0421
4.15    1.35    0.0266
4.15    1.4 0.0076
4.2 -2.6    0.0011
4.2 -1.4    0.0061
4.2 -1.35   0.0217
4.2 -1.3    0.0348
4.2 -1.25   0.0298
4.2 -1.2    0.0114
4.2 -1.1    0.0022
4.2 -1.05   0.0038
4.2 -0.9    0.0019
4.2 -0.75   0.0015
4.2 -0.7    0.0011
4.2 -0.6    0.0022
4.2 -0.55   0.0026
4.2 -0.45   0.0022
4.2 -0.4    0.005
4.2 -0.35   0.0013
4.2 -0.3    0.0022
4.2 -0.25   0.0122
4.2 -0.2    0.0079
4.2 -0.15   0.0032
4.2 -0.1    0.0658
4.2 -0.05   0.1995
4.2 0   0.2727
4.2 0.05    0.2009
4.2 0.1 0.0681
4.2 0.15    0.0035
4.2 0.2 0.0081
4.2 0.25    0.0134
4.2 0.3 0.003
4.2 0.4 0.0042
4.2 0.45    0.0018
4.2 0.55    0.0021
4.2 0.6 0.0014
4.2 0.7 0.002
4.2 0.75    0.0021
4.2 0.85    0.0013
4.2 0.9 0.0026
4.2 1.05    0.004
4.2 1.1 0.0024
4.2 1.2 0.0127
4.2 1.25    0.0336
4.2 1.3 0.0396
4.2 1.35    0.0248
4.2 1.4 0.0072
4.25    -1.4    0.0012
4.25    -1.35   0.0042
4.25    -1.3    0.0068
4.25    -1.25   0.006
4.25    -1.2    0.0022
4.25    -0.4    0.0011
4.25    -0.25   0.0024
4.25    -0.2    0.0015
4.25    -0.1    0.0131
4.25    -0.05   0.0388
4.25    0   0.0535
4.25    0.05    0.0375
4.25    0.1 0.013
4.25    0.2 0.0016
4.25    0.25    0.0025
4.25    1.2 0.0025
4.25    1.25    0.0066
4.25    1.3 0.0076
4.25    1.35    0.0049
4.25    1.4 0.0013
4.3 -1.4    0.0021
4.3 -1.35   0.0076
4.3 -1.3    0.014
4.3 -1.25   0.0114
4.3 -1.2    0.0042
4.3 -1.05   0.0014
4.3 -0.9    0.0016
4.3 -0.85   0.0011
4.3 -0.4    0.0018
4.3 -0.25   0.0042
4.3 -0.2    0.0033
4.3 -0.15   0.0011
4.3 -0.1    0.023
4.3 -0.05   0.0707
4.3 0   0.103
4.3 0.05    0.0763
4.3 0.1 0.0248
4.3 0.2 0.0031
4.3 0.25    0.005
4.3 0.35    0.0012
4.3 0.4 0.0035
4.3 0.45    0.0022
4.3 1.05    0.0014
4.3 1.2 0.0047
4.3 1.25    0.0121
4.3 1.3 0.0151
4.3 1.35    0.0092
4.3 1.4 0.0026
4.35    -2.65   0.0029
4.35    -2.6    0.0039
4.35    -2.55   0.0027
4.35    -1.55   0.002
4.35    -1.5    0.0015
4.35    -1.4    0.0217
4.35    -1.35   0.077
4.35    -1.3    0.1237
4.35    -1.25   0.1046
4.35    -1.2    0.0409
4.35    -1.15   0.0015
4.35    -1.1    0.0082
4.35    -1.05   0.013
4.35    -1  0.0027
4.35    -0.95   0.0024
4.35    -0.9    0.0105
4.35    -0.85   0.0061
4.35    -0.75   0.0043
4.35    -0.7    0.0039
4.35    -0.6    0.0062
4.35    -0.55   0.0081
4.35    -0.45   0.0071
4.35    -0.4    0.0175
4.35    -0.35   0.0042
4.35    -0.3    0.0082
4.35    -0.25   0.0423
4.35    -0.2    0.0282
4.35    -0.15   0.011
4.35    -0.1    0.2312
4.35    -0.05   0.7029
4.35    0   0.9635
4.35    0.05    0.7026
4.35    0.1 0.2419
4.35    0.15    0.0078
4.35    0.2 0.0299
4.35    0.25    0.0453
4.35    0.3 0.0088
4.35    0.35    0.0055
4.35    0.4 0.0226
4.35    0.45    0.0121
4.35    0.55    0.0058
4.35    0.6 0.005
4.35    0.7 0.0056
4.35    0.75    0.0066
4.35    0.85    0.004
4.35    0.9 0.0091
4.35    0.95    0.0022
4.35    1   0.0028
4.35    1.05    0.0138
4.35    1.1 0.0082
4.35    1.15    0.0022
4.35    1.2 0.0462
4.35    1.25    0.1181
4.35    1.3 0.1394
4.35    1.35    0.0868
4.35    1.4 0.0246
4.35    1.45    0.0011
4.35    1.5 0.0018
4.35    1.55    0.0024
4.4 -2.7    0.0026
4.4 -2.65   0.0076
4.4 -2.6    0.0103
4.4 -2.55   0.0073
4.4 -2.5    0.0022
4.4 -1.55   0.0052
4.4 -1.5    0.0039
4.4 -1.45   0.0026
4.4 -1.4    0.0561
4.4 -1.35   0.2029
4.4 -1.3    0.324
4.4 -1.25   0.2784
4.4 -1.2    0.1072
4.4 -1.15   0.0044
4.4 -1.1    0.0207
4.4 -1.05   0.0351
4.4 -1  0.0071
4.4 -0.95   0.0061
4.4 -0.9    0.0255
4.4 -0.85   0.0144
4.4 -0.75   0.0113
4.4 -0.7    0.0099
4.4 -0.65   0.0011
4.4 -0.6    0.0179
4.4 -0.55   0.0224
4.4 -0.5    0.0012
4.4 -0.45   0.0191
4.4 -0.4    0.045
4.4 -0.35   0.0122
4.4 -0.3    0.0194
4.4 -0.25   0.1113
4.4 -0.2    0.0723
4.4 -0.15   0.0246
4.4 -0.1    0.6086
4.4 -0.05   1.8352
4.4 0   2.5432
4.4 0.05    1.8787
4.4 0.1 0.6404
4.4 0.15    0.0344
4.4 0.2 0.0779
4.4 0.25    0.1221
4.4 0.3 0.0226
4.4 0.35    0.0133
4.4 0.4 0.0558
4.4 0.45    0.029
4.4 0.55    0.0152
4.4 0.6 0.0127
4.4 0.65    0.0013
4.4 0.7 0.0158
4.4 0.75    0.0185
4.4 0.8 0.0012
4.4 0.85    0.0106
4.4 0.9 0.0237
4.4 0.95    0.006
4.4 1   0.0069
4.4 1.05    0.0361
4.4 1.1 0.0221
4.4 1.15    0.0035
4.4 1.2 0.1172
4.4 1.25    0.3126
4.4 1.3 0.3686
4.4 1.35    0.2305
4.4 1.4 0.0686
