 -3.5000E+01  3.1398E-05
 -3.4988E+01  3.3305E-05
 -3.4976E+01  3.3945E-05
 -3.4964E+01  3.3210E-05
 -3.4952E+01  3.1132E-05
 -3.4940E+01  2.7876E-05
 -3.4929E+01  2.3730E-05
 -3.4917E+01  1.9072E-05
 -3.4905E+01  1.4343E-05
 -3.4893E+01  1.0002E-05
 -3.4881E+01  6.4820E-06
 -3.4869E+01  4.1568E-06
 -3.4857E+01  3.2990E-06
 -3.4845E+01  4.0573E-06
 -3.4833E+01  6.4400E-06
 -3.4821E+01  1.0313E-05
 -3.4809E+01  1.5409E-05
 -3.4798E+01  2.1352E-05
 -3.4786E+01  2.7691E-05
 -3.4774E+01  3.3938E-05
 -3.4762E+01  3.9616E-05
 -3.4750E+01  4.4303E-05
 -3.4738E+01  4.7673E-05
 -3.4726E+01  4.9527E-05
 -3.4714E+01  4.9820E-05
 -3.4702E+01  4.8666E-05
 -3.4690E+01  4.6336E-05
 -3.4678E+01  4.3239E-05
 -3.4667E+01  3.9895E-05
 -3.4655E+01  3.6889E-05
 -3.4643E+01  3.4834E-05
 -3.4631E+01  3.4312E-05
 -3.4619E+01  3.5835E-05
 -3.4607E+01  3.9796E-05
 -3.4595E+01  4.6437E-05
 -3.4583E+01  5.5823E-05
 -3.4571E+01  6.7834E-05
 -3.4559E+01  8.2165E-05
 -3.4547E+01  9.8345E-05
 -3.4536E+01  1.1576E-04
 -3.4524E+01  1.3371E-04
 -3.4512E+01  1.5142E-04
 -3.4500E+01  1.6812E-04
 -3.4488E+01  1.8308E-04
 -3.4476E+01  1.9567E-04
 -3.4464E+01  2.0536E-04
 -3.4452E+01  2.1179E-04
 -3.4440E+01  2.1476E-04
 -3.4428E+01  2.1424E-04
 -3.4416E+01  2.1038E-04
 -3.4405E+01  2.0345E-04
 -3.4393E+01  1.9387E-04
 -3.4381E+01  1.8213E-04
 -3.4369E+01  1.6880E-04
 -3.4357E+01  1.5446E-04
 -3.4345E+01  1.3965E-04
 -3.4333E+01  1.2492E-04
 -3.4321E+01  1.1072E-04
 -3.4309E+01  9.7411E-05
 -3.4297E+01  8.5276E-05
 -3.4285E+01  7.4490E-05
 -3.4274E+01  6.5133E-05
 -3.4262E+01  5.7200E-05
 -3.4250E+01  5.0612E-05
 -3.4238E+01  4.5234E-05
 -3.4226E+01  4.0892E-05
 -3.4214E+01  3.7392E-05
 -3.4202E+01  3.4536E-05
 -3.4190E+01  3.2136E-05
 -3.4178E+01  3.0025E-05
 -3.4166E+01  2.8066E-05
 -3.4154E+01  2.6153E-05
 -3.4143E+01  2.4219E-05
 -3.4131E+01  2.2223E-05
 -3.4119E+01  2.0158E-05
 -3.4107E+01  1.8038E-05
 -3.4095E+01  1.5895E-05
 -3.4083E+01  1.3771E-05
 -3.4071E+01  1.1714E-05
 -3.4059E+01  9.7709E-06
 -3.4047E+01  7.9849E-06
 -3.4035E+01  6.3901E-06
 -3.4023E+01  5.0112E-06
 -3.4012E+01  3.8612E-06
 -3.4000E+01  2.9420E-06
 -3.3988E+01  2.2449E-06
 -3.3976E+01  1.7521E-06
 -3.3964E+01  1.4381E-06
 -3.3952E+01  1.2725E-06
 -3.3940E+01  1.2216E-06
 -3.3928E+01  1.2512E-06
 -3.3916E+01  1.3282E-06
 -3.3904E+01  1.4231E-06
 -3.3892E+01  1.5110E-06
 -3.3881E+01  1.5727E-06
 -3.3869E+01  1.5961E-06
 -3.3857E+01  1.5752E-06
 -3.3845E+01  1.5109E-06
 -3.3833E+01  1.4095E-06
 -3.3821E+01  1.2815E-06
 -3.3809E+01  1.1402E-06
 -3.3797E+01  1.0001E-06
 -3.3785E+01  8.7487E-07
 -3.3773E+01  7.7580E-07
 -3.3761E+01  7.1062E-07
 -3.3750E+01  6.8255E-07
 -3.3738E+01  6.9005E-07
 -3.3726E+01  7.2711E-07
 -3.3714E+01  7.8414E-07
 -3.3702E+01  8.4929E-07
 -3.3690E+01  9.1016E-07
 -3.3678E+01  9.5559E-07
 -3.3666E+01  9.7738E-07
 -3.3654E+01  9.7166E-07
 -3.3642E+01  9.3977E-07
 -3.3630E+01  8.8853E-07
 -3.3619E+01  8.2977E-07
 -3.3607E+01  7.7914E-07
 -3.3595E+01  7.5439E-07
 -3.3583E+01  7.7323E-07
 -3.3571E+01  8.5096E-07
 -3.3559E+01  9.9829E-07
 -3.3547E+01  1.2195E-06
 -3.3535E+01  1.5111E-06
 -3.3523E+01  1.8616E-06
 -3.3511E+01  2.2522E-06
 -3.3499E+01  2.6576E-06
 -3.3488E+01  3.0490E-06
 -3.3476E+01  3.3965E-06
 -3.3464E+01  3.6723E-06
 -3.3452E+01  3.8536E-06
 -3.3440E+01  3.9256E-06
 -3.3428E+01  3.8828E-06
 -3.3416E+01  3.7302E-06
 -3.3404E+01  3.4832E-06
 -3.3392E+01  3.1658E-06
 -3.3380E+01  2.8085E-06
 -3.3368E+01  2.4454E-06
 -3.3357E+01  2.1101E-06
 -3.3345E+01  1.8327E-06
 -3.3333E+01  1.6361E-06
 -3.3321E+01  1.5341E-06
 -3.3309E+01  1.5295E-06
 -3.3297E+01  1.6141E-06
 -3.3285E+01  1.7696E-06
 -3.3273E+01  1.9700E-06
 -3.3261E+01  2.1844E-06
 -3.3249E+01  2.3811E-06
 -3.3237E+01  2.5309E-06
 -3.3226E+01  2.6109E-06
 -3.3214E+01  2.6070E-06
 -3.3202E+01  2.5156E-06
 -3.3190E+01  2.3441E-06
 -3.3178E+01  2.1093E-06
 -3.3166E+01  1.8360E-06
 -3.3154E+01  1.5529E-06
 -3.3142E+01  1.2897E-06
 -3.3130E+01  1.0732E-06
 -3.3118E+01  9.2338E-07
 -3.3106E+01  8.5193E-07
 -3.3095E+01  8.6033E-07
 -3.3083E+01  9.4023E-07
 -3.3071E+01  1.0749E-06
 -3.3059E+01  1.2422E-06
 -3.3047E+01  1.4177E-06
 -3.3035E+01  1.5791E-06
 -3.3023E+01  1.7099E-06
 -3.3011E+01  1.8022E-06
 -3.2999E+01  1.8593E-06
 -3.2987E+01  1.8952E-06
 -3.2976E+01  1.9341E-06
 -3.2964E+01  2.0068E-06
 -3.2952E+01  2.1469E-06
 -3.2940E+01  2.3856E-06
 -3.2928E+01  2.7465E-06
 -3.2916E+01  3.2412E-06
 -3.2904E+01  3.8665E-06
 -3.2892E+01  4.6025E-06
 -3.2880E+01  5.4144E-06
 -3.2868E+01  6.2558E-06
 -3.2856E+01  7.0744E-06
 -3.2845E+01  7.8194E-06
 -3.2833E+01  8.4500E-06
 -3.2821E+01  8.9438E-06
 -3.2809E+01  9.3038E-06
 -3.2797E+01  9.5631E-06
 -3.2785E+01  9.7873E-06
 -3.2773E+01  1.0072E-05
 -3.2761E+01  1.0537E-05
 -3.2749E+01  1.1317E-05
 -3.2737E+01  1.2546E-05
 -3.2725E+01  1.4347E-05
 -3.2714E+01  1.6812E-05
 -3.2702E+01  1.9988E-05
 -3.2690E+01  2.3867E-05
 -3.2678E+01  2.8376E-05
 -3.2666E+01  3.3376E-05
 -3.2654E+01  3.8669E-05
 -3.2642E+01  4.4001E-05
 -3.2630E+01  4.9087E-05
 -3.2618E+01  5.3625E-05
 -3.2606E+01  5.7324E-05
 -3.2594E+01  5.9926E-05
 -3.2583E+01  6.1232E-05
 -3.2571E+01  6.1118E-05
 -3.2559E+01  5.9551E-05
 -3.2547E+01  5.6594E-05
 -3.2535E+01  5.2408E-05
 -3.2523E+01  4.7235E-05
 -3.2511E+01  4.1388E-05
 -3.2499E+01  3.5222E-05
 -3.2487E+01  2.9106E-05
 -3.2475E+01  2.3395E-05
 -3.2463E+01  1.8398E-05
 -3.2452E+01  1.4354E-05
 -3.2440E+01  1.1415E-05
 -3.2428E+01  9.6337E-06
 -3.2416E+01  8.9638E-06
 -3.2404E+01  9.2680E-06
 -3.2392E+01  1.0335E-05
 -3.2380E+01  1.1902E-05
 -3.2368E+01  1.3686E-05
 -3.2356E+01  1.5406E-05
 -3.2344E+01  1.6816E-05
 -3.2332E+01  1.7724E-05
 -3.2321E+01  1.8010E-05
 -3.2309E+01  1.7632E-05
 -3.2297E+01  1.6624E-05
 -3.2285E+01  1.5092E-05
 -3.2273E+01  1.3190E-05
 -3.2261E+01  1.1106E-05
 -3.2249E+01  9.0360E-06
 -3.2237E+01  7.1598E-06
 -3.2225E+01  5.6241E-06
 -3.2213E+01  4.5286E-06
 -3.2201E+01  3.9191E-06
 -3.2190E+01  3.7904E-06
 -3.2178E+01  4.0949E-06
 -3.2166E+01  4.7586E-06
 -3.2154E+01  5.7005E-06
 -3.2142E+01  6.8522E-06
 -3.2130E+01  8.1766E-06
 -3.2118E+01  9.6801E-06
 -3.2106E+01  1.1418E-05
 -3.2094E+01  1.3493E-05
 -3.2082E+01  1.6041E-05
 -3.2070E+01  1.9214E-05
 -3.2059E+01  2.3152E-05
 -3.2047E+01  2.7963E-05
 -3.2035E+01  3.3690E-05
 -3.2023E+01  4.0300E-05
 -3.2011E+01  4.7669E-05
 -3.1999E+01  5.5593E-05
 -3.1987E+01  6.3798E-05
 -3.1975E+01  7.1980E-05
